tweet,created_at,tokens,sentiment,sentiment_prob
kang dedi mulyadi resident playbook namkyung bener gambar kalimat utara kim junwan hospital playlist kerja sedih the best character development in resplay goes to princess pyo namkyung,Sun May 18 15:59:57 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'namkyung', 'bener', 'gambar', 'kalimat', 'utara', 'kim', 'junwan', 'hospital', 'playlist', 'kerja', 'sedih', 'the', 'best', 'character', 'development', 'in', 'resplay', 'goes', 'to', 'princess', 'pyo', 'namkyung']",netral,"[0.0022339550778269768, 0.9975704550743103, 0.0001956141641130671]"
kang dedi mulyadi resident playbook coba iseng cek jurnal beneran plekketiplek nama afiliasi ganti yonsei yulje sih izin authornya ya,Wed May 14 14:38:59 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'coba', 'iseng', 'cek', 'jurnal', 'beneran', 'plekketiplek', 'nama', 'afiliasi', 'ganti', 'yonsei', 'yulje', 'sih', 'izin', 'authornya', 'ya']",netral,"[0.00019018938473891467, 0.9993149042129517, 0.0004948719870299101]"
dah bikin nang kali gubernur jawa barat dedi mulyadi sih ngena banget,Thu May 22 00:33:14 +0000 2025,"['dah', 'bikin', 'nang', 'kali', 'gubernur', 'jawa', 'barat', 'dedi', 'mulyadi', 'sih', 'ngena', 'banget']",negatif,"[0.00013661880802828819, 0.0036655650474131107, 0.9961977601051331]"
provinsi jawa barat catat anak sekolah tinggi indonesia total capai data kemendikbud november bijak gubernur dedi mulyadi alokasi dana rp miliar program didik karakter bas,Mon May 12 01:29:53 +0000 2025,"['provinsi', 'jawa', 'barat', 'catat', 'anak', 'sekolah', 'tinggi', 'indonesia', 'total', 'capai', 'data', 'kemendikbud', 'november', 'bijak', 'gubernur', 'dedi', 'mulyadi', 'alokasi', 'dana', 'rp', 'miliar', 'program', 'didik', 'karakter', 'bas']",netral,"[0.00010910620767390355, 0.9995453953742981, 0.0003454718098510057]"
kang dedi mulyadi resident playbook x hospital playlist oh yiyoung pyo namkyung moment iksong btsnya cek yutub yaaww,Tue May 13 10:48:10 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'x', 'hospital', 'playlist', 'oh', 'yiyoung', 'pyo', 'namkyung', 'moment', 'iksong', 'btsnya', 'cek', 'yutub', 'yaaww']",netral,"[0.00014816352631896734, 0.9996681213378906, 0.00018370285397395492]"
kang dedi mulyadi cha eunwoo permisi kak,Sun May 18 02:42:14 +0000 2025,"['kang', 'dedi', 'mulyadi', 'cha', 'eunwoo', 'permisi', 'kak']",netral,"[0.00011058257950935513, 0.9994383454322815, 0.00045106696779839694]"
kang dedi mulyadi go minsi drama mei the trauma the therapy,Thu May 15 13:02:58 +0000 2025,"['kang', 'dedi', 'mulyadi', 'go', 'minsi', 'drama', 'mei', 'the', 'trauma', 'the', 'therapy']",netral,"[0.0003496773133520037, 0.9994794726371765, 0.00017091160407289863]"
boyoung jinyoung from bh ent post lucu banget berduaa ngga sabar lihat behind making drama seruuu kang dedi mulyadi our unwritten seoul,Wed May 21 10:48:13 +0000 2025,"['boyoung', 'jinyoung', 'from', 'bh', 'ent', 'post', 'lucu', 'banget', 'berduaa', 'ngga', 'sabar', 'lihat', 'behind', 'making', 'drama', 'seruuu', 'kang', 'dedi', 'mulyadi', 'our', 'unwritten', 'seoul']",positif,"[0.995415210723877, 0.003252947237342596, 0.0013318429701030254]"
kang dedi mulyadi iklan iloom rilis guyss expect dipayunginnya pake meja,Thu May 15 03:17:28 +0000 2025,"['kang', 'dedi', 'mulyadi', 'iklan', 'iloom', 'rilis', 'guyss', 'expect', 'dipayunginnya', 'pake', 'meja']",netral,"[0.0001764696789905429, 0.9996083378791809, 0.00021515197295229882]"
kang dedi mulyadi cewek bumi,Sat May 17 08:20:39 +0000 2025,"['kang', 'dedi', 'mulyadi', 'cewek', 'bumi']",positif,"[0.9976407289505005, 0.0017635604599490762, 0.0005957051180303097]"
kang dedi mulyadi the haunted palace ciyeee mas bibi ngliat neng kunti gitu curiga abis jadi,Sat May 17 12:55:38 +0000 2025,"['kang', 'dedi', 'mulyadi', 'the', 'haunted', 'palace', 'ciyeee', 'mas', 'bibi', 'ngliat', 'neng', 'kunti', 'gitu', 'curiga', 'abis', 'jadi']",netral,"[0.0011340314522385597, 0.7792847752571106, 0.21958120167255402]"
kang dedi mulyadi tastefully yours beomwoo yeonjoo pacar time jadi episode ya,Thu May 15 13:37:12 +0000 2025,"['kang', 'dedi', 'mulyadi', 'tastefully', 'yours', 'beomwoo', 'yeonjoo', 'pacar', 'time', 'jadi', 'episode', 'ya']",positif,"[0.99580979347229, 0.0037013711407780647, 0.000488879275508225]"
kagum team lengkap channel youtube monetize lihat kang dedi mulyadi uang,Mon May 19 13:24:33 +0000 2025,"['kagum', 'team', 'lengkap', 'channel', 'youtube', 'monetize', 'lihat', 'kang', 'dedi', 'mulyadi', 'uang']",positif,"[0.9994233846664429, 0.0003840230929199606, 0.00019264736329205334]"
rame standup komedian komika malang jawa timur sebut gubernur jawa barat kang dedi mulyadi kang dedi mulyadi mulyono sunda sama iket kepala sunda simbol budaya bandana,Mon May 12 14:23:42 +0000 2025,"['rame', 'standup', 'komedian', 'komika', 'malang', 'jawa', 'timur', 'sebut', 'gubernur', 'jawa', 'barat', 'kang', 'dedi', 'mulyadi', 'kang', 'dedi', 'mulyadi', 'mulyono', 'sunda', 'sama', 'iket', 'kepala', 'sunda', 'simbol', 'budaya', 'bandana']",positif,"[0.7211711406707764, 0.27183666825294495, 0.006992117036134005]"
kang dedi mulyadi tastefully yours huwaa episode uda gobaek ajaa,Tue May 20 15:45:32 +0000 2025,"['kang', 'dedi', 'mulyadi', 'tastefully', 'yours', 'huwaa', 'episode', 'uda', 'gobaek', 'ajaa']",positif,"[0.9984398484230042, 0.0008047919254750013, 0.0007552898023277521]"
kang dedi mulyadi main drama resident playbook reward vacation bal indonesia sukses drama congratulations,Thu May 15 07:39:14 +0000 2025,"['kang', 'dedi', 'mulyadi', 'main', 'drama', 'resident', 'playbook', 'reward', 'vacation', 'bal', 'indonesia', 'sukses', 'drama', 'congratulations']",netral,"[0.0042118532583117485, 0.9956201910972595, 0.00016790606605354697]"
kang dedi mulyadi the haunted palace hayoooh salah fokus awal bang raja,Sat May 17 06:55:34 +0000 2025,"['kang', 'dedi', 'mulyadi', 'the', 'haunted', 'palace', 'hayoooh', 'salah', 'fokus', 'awal', 'bang', 'raja']",netral,"[0.18047700822353363, 0.4356675446033478, 0.383855402469635]"
the prophet omniscient reader tayang juli bioskop gasabarr kang dedi mulyadi,Sun May 11 23:30:16 +0000 2025,"['the', 'prophet', 'omniscient', 'reader', 'tayang', 'juli', 'bioskop', 'gasabarr', 'kang', 'dedi', 'mulyadi']",netral,"[0.00020791025599464774, 0.9995500445365906, 0.00024203058273997158]"
tentaratentara disiplin remaja barak usul kang dedi mulyadi ya,Wed May 21 02:57:17 +0000 2025,"['tentaratentara', 'disiplin', 'remaja', 'barak', 'usul', 'kang', 'dedi', 'mulyadi', 'ya']",netral,"[0.0018502253806218505, 0.9919617772102356, 0.006187940947711468]"
ron lu tukar lahir gimana brenda asli pergi nada sedih hahahayayaya hahaha dramatis bgttt lanjut bilang dedy hahaha ketuker bule dedy mulyadi ron,Thu May 15 03:09:09 +0000 2025,"['ron', 'lu', 'tukar', 'lahir', 'gimana', 'brenda', 'asli', 'pergi', 'nada', 'sedih', 'hahahayayaya', 'hahaha', 'dramatis', 'bgttt', 'lanjut', 'bilang', 'dedy', 'hahaha', 'ketuker', 'bule', 'dedy', 'mulyadi', 'ron']",negatif,"[5.821887680212967e-05, 0.0006312013138085604, 0.9993106126785278]"
kang dedi mulyadi ngga sih kdrama kyk drama bawah sedih tu karna cinta karna hidup gitu,Tue May 20 13:14:09 +0000 2025,"['kang', 'dedi', 'mulyadi', 'ngga', 'sih', 'kdrama', 'kyk', 'drama', 'bawah', 'sedih', 'tu', 'karna', 'cinta', 'karna', 'hidup', 'gitu']",positif,"[0.9668411612510681, 0.014016687870025635, 0.019142093136906624]"
kang dedi mulyadi pilih princess,Mon May 19 13:48:29 +0000 2025,"['kang', 'dedi', 'mulyadi', 'pilih', 'princess']",netral,"[0.036703214049339294, 0.9627469778060913, 0.0005498442915268242]"
tim kritik tiim dukung kang dedi mulyadi,Tue May 20 12:53:17 +0000 2025,"['tim', 'kritik', 'tiim', 'dukung', 'kang', 'dedi', 'mulyadi']",netral,"[0.00033831640030257404, 0.9993769526481628, 0.000284674228169024]"
salah fokus ham dongho natap yiyoung namkyung dah lihat kamera ku liat beda bang kang dedi mulyadi,Wed May 21 14:48:15 +0000 2025,"['salah', 'fokus', 'ham', 'dongho', 'natap', 'yiyoung', 'namkyung', 'dah', 'lihat', 'kamera', 'ku', 'liat', 'beda', 'bang', 'kang', 'dedi', 'mulyadi']",negatif,"[0.0077669620513916016, 0.30352485179901123, 0.6887082457542419]"
kang dedi mulyadi cowok aka kim e jun insta update,Mon May 19 12:43:11 +0000 2025,"['kang', 'dedi', 'mulyadi', 'cowok', 'aka', 'kim', 'e', 'jun', 'insta', 'update']",netral,"[0.00012385949958115816, 0.9996910095214844, 0.00018517085118219256]"
kang dedi mulyadi kim jiwon unnie when are you shooting your drama jiwon i dont know yet maybe this year beneran istirahat ngecas energi gimana sih wkwkw udah kangen lihat akting loh mba,Thu May 22 03:07:56 +0000 2025,"['kang', 'dedi', 'mulyadi', 'kim', 'jiwon', 'unnie', 'when', 'are', 'you', 'shooting', 'your', 'drama', 'jiwon', 'i', 'dont', 'know', 'yet', 'maybe', 'this', 'year', 'beneran', 'istirahat', 'ngecas', 'energi', 'gimana', 'sih', 'wkwkw', 'udah', 'kangen', 'lihat', 'akting', 'loh', 'mba']",positif,"[0.930708646774292, 0.022841360419988632, 0.04645007848739624]"
kang dedi mulyadi resident playbook moga dokter kasih saksi dokter rubah bohong pasien darurat ruang op prof seo kaya tau jurnal dowon rela myeong eunwon gyusu,Sat May 17 15:55:51 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'moga', 'dokter', 'kasih', 'saksi', 'dokter', 'rubah', 'bohong', 'pasien', 'darurat', 'ruang', 'op', 'prof', 'seo', 'kaya', 'tau', 'jurnal', 'dowon', 'rela', 'myeong', 'eunwon', 'gyusu']",netral,"[0.00035855028545483947, 0.970565140247345, 0.02907630056142807]"
orang orang twitter maha benci kang dedi mulyadi konten kang dedi mulyadi rilis youtube tonton ratus ribu orang sunda puluh ribu nonsunda langkah nyata langgeng kuasa bicara bicara gagas erti,Sat May 03 00:17:09 +0000 2025,"['orang', 'orang', 'twitter', 'maha', 'benci', 'kang', 'dedi', 'mulyadi', 'konten', 'kang', 'dedi', 'mulyadi', 'rilis', 'youtube', 'tonton', 'ratus', 'ribu', 'orang', 'sunda', 'puluh', 'ribu', 'nonsunda', 'langkah', 'nyata', 'langgeng', 'kuasa', 'bicara', 'bicara', 'gagas', 'erti']",negatif,"[3.705464769154787e-05, 0.0002473955973982811, 0.9997155070304871]"
video kang dedi mulyadi baru terang keluarga korban ayah tni jadi terang tni warga mungut sisa logam,Tue May 13 13:20:57 +0000 2025,"['video', 'kang', 'dedi', 'mulyadi', 'baru', 'terang', 'keluarga', 'korban', 'ayah', 'tni', 'jadi', 'terang', 'tni', 'warga', 'mungut', 'sisa', 'logam']",netral,"[0.00010355457925470546, 0.9996294975280762, 0.0002669435634743422]"
kang dedi mulyadi resident playbook gimana move onnya tuh cerita mas dikembangin si season minimal sampe pensiun,Sun May 18 16:08:41 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'gimana', 'move', 'onnya', 'tuh', 'cerita', 'mas', 'dikembangin', 'si', 'season', 'minimal', 'sampe', 'pensiun']",netral,"[0.001174846664071083, 0.9788723587989807, 0.01995287463068962]"
kang dedi mulyadi yoo seungho instagram update maaf mas nomor wa nya,Sat May 17 03:55:21 +0000 2025,"['kang', 'dedi', 'mulyadi', 'yoo', 'seungho', 'instagram', 'update', 'maaf', 'mas', 'nomor', 'wa', 'nya']",netral,"[0.0001148730589193292, 0.9996243715286255, 0.00026069360319525003]"
coba ahli au kira gimana gi on pyo namkyung jadi gaya pacar beneran namkyung dpt brondong manies kaya gin guysss anggep writer kang dedi mulyadi resident playbook season,Mon May 19 09:40:16 +0000 2025,"['coba', 'ahli', 'au', 'kira', 'gimana', 'gi', 'on', 'pyo', 'namkyung', 'jadi', 'gaya', 'pacar', 'beneran', 'namkyung', 'dpt', 'brondong', 'manies', 'kaya', 'gin', 'guysss', 'anggep', 'writer', 'kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'season']",netral,"[0.17222703993320465, 0.6934465169906616, 0.13432641327381134]"
dedi mulyadi siswa masalah kirim barak militer,Wed Apr 30 03:47:04 +0000 2025,"['dedi', 'mulyadi', 'siswa', 'masalah', 'kirim', 'barak', 'militer']",netral,"[9.220938227372244e-05, 0.9996194839477539, 0.0002882564440369606]"
persib juara hati juara putra kang dedi mulyadi gas lamar wabup garut langsung stadion momen jawa barat,Fri May 16 15:35:03 +0000 2025,"['persib', 'juara', 'hati', 'juara', 'putra', 'kang', 'dedi', 'mulyadi', 'gas', 'lamar', 'wabup', 'garut', 'langsung', 'stadion', 'momen', 'jawa', 'barat']",positif,"[0.9906675219535828, 0.008963212370872498, 0.0003692384925670922]"
kang dedi mulyadi suruh move on resident playbook ya guys ngeupload foto,Tue May 20 00:13:42 +0000 2025,"['kang', 'dedi', 'mulyadi', 'suruh', 'move', 'on', 'resident', 'playbook', 'ya', 'guys', 'ngeupload', 'foto']",netral,"[9.306278661824763e-05, 0.9996309280395508, 0.00027601298643276095]"
kang dedi phobia core asli ketawa banget lihat anak anak takut,Wed May 14 16:27:46 +0000 2025,"['kang', 'dedi', 'phobia', 'core', 'asli', 'ketawa', 'banget', 'lihat', 'anak', 'anak', 'takut']",negatif,"[0.00010234054934699088, 0.00018771142640616745, 0.9997099041938782]"
resident playbook kang dedi mulyadi scene kesan sender episode scene ajar mati hidup jalan iring sedih bahagia dtg darimana,Tue May 20 16:03:47 +0000 2025,"['resident', 'playbook', 'kang', 'dedi', 'mulyadi', 'scene', 'kesan', 'sender', 'episode', 'scene', 'ajar', 'mati', 'hidup', 'jalan', 'iring', 'sedih', 'bahagia', 'dtg', 'darimana']",netral,"[0.23997364938259125, 0.7223631739616394, 0.03766312450170517]"
momen bangga gubernur dedi mulyadi tugas upacara siswa barak militer peluk hangat,Wed May 21 02:04:00 +0000 2025,"['momen', 'bangga', 'gubernur', 'dedi', 'mulyadi', 'tugas', 'upacara', 'siswa', 'barak', 'militer', 'peluk', 'hangat']",netral,"[0.3190324008464813, 0.6797534227371216, 0.0012141199549660087]"
kang dedi mulyadi rilis foto hq team resident playbook yoo yeonseok andrea cameo,Tue May 20 00:11:28 +0000 2025,"['kang', 'dedi', 'mulyadi', 'rilis', 'foto', 'hq', 'team', 'resident', 'playbook', 'yoo', 'yeonseok', 'andrea', 'cameo']",netral,"[0.00012939541193190962, 0.9997263550758362, 0.00014422180538531393]"
kang dedi mulyadi resident playbook hiboyz konfirmasi tujuh member umjay topkey yeonjun soobin leeho million junhee sungtan hiboyz debut main vocalist umjay topkey bias cr tubatuformore,Sat May 17 10:02:08 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'hiboyz', 'konfirmasi', 'tujuh', 'member', 'umjay', 'topkey', 'yeonjun', 'soobin', 'leeho', 'million', 'junhee', 'sungtan', 'hiboyz', 'debut', 'main', 'vocalist', 'umjay', 'topkey', 'bias', 'cr', 'tubatuformore']",netral,"[0.003612569998949766, 0.9961801767349243, 0.000207166449399665]"
kang dedi mulyadi goblok banget sih normalisasi kali luas sampe miliar gimana kaya mending pandeglang material jarak pendek fungsi ngantongin puluh miliar cc divhumaspolri kpkri ppatk,Mon May 19 21:38:25 +0000 2025,"['kang', 'dedi', 'mulyadi', 'goblok', 'banget', 'sih', 'normalisasi', 'kali', 'luas', 'sampe', 'miliar', 'gimana', 'kaya', 'mending', 'pandeglang', 'material', 'jarak', 'pendek', 'fungsi', 'ngantongin', 'puluh', 'miliar', 'cc', 'divhumaspolri', 'kpkri', 'ppatk']",negatif,"[3.805390224442817e-05, 8.20108616608195e-05, 0.9998799562454224]"
kang dedi mulyadi resident playbook gilir bantu operasi pake tangan kiri bisaa maka tangan kiri gabisa yaa utuuk utuuuuk mas dowon mas dowon,Tue May 13 04:12:11 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'gilir', 'bantu', 'operasi', 'pake', 'tangan', 'kiri', 'bisaa', 'maka', 'tangan', 'kiri', 'gabisa', 'yaa', 'utuuk', 'utuuuuk', 'mas', 'dowon', 'mas', 'dowon']",netral,"[0.0004899046034552157, 0.9989084005355835, 0.0006017308915033937]"
kang dedi mulyadi oh yu young jin buyeon cegil nya kejar,Wed May 21 03:33:17 +0000 2025,"['kang', 'dedi', 'mulyadi', 'oh', 'yu', 'young', 'jin', 'buyeon', 'cegil', 'nya', 'kejar']",negatif,"[8.04299779701978e-05, 0.011171198450028896, 0.98874831199646]"
kang dedi mulyadi sabar lihat cannes film festival ntar,Sat May 17 06:24:05 +0000 2025,"['kang', 'dedi', 'mulyadi', 'sabar', 'lihat', 'cannes', 'film', 'festival', 'ntar']",positif,"[0.972022533416748, 0.02754581719636917, 0.00043157426989637315]"
kang dedi mulyadi resident playbook poster uda kali dowon,Tue May 13 23:48:00 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'poster', 'uda', 'kali', 'dowon']",netral,"[0.00015989488747436553, 0.9996219873428345, 0.00021807507437188178]"
kang dedi mulyadi haneul amp minsi mundur dikit plis gemesnya lewat,Mon May 19 06:43:16 +0000 2025,"['kang', 'dedi', 'mulyadi', 'haneul', 'amp', 'minsi', 'mundur', 'dikit', 'plis', 'gemesnya', 'lewat']",negatif,"[0.4795236587524414, 0.009660836309194565, 0.5108155608177185]"
kang dedi mulyadi tau udah gede pake baju item baju kotak gabole,Wed May 14 14:53:34 +0000 2025,"['kang', 'dedi', 'mulyadi', 'tau', 'udah', 'gede', 'pake', 'baju', 'item', 'baju', 'kotak', 'gabole']",netral,"[0.005719482898712158, 0.993194580078125, 0.001085928757674992]"
kang dedi mulyadi yook sungjae for wwd korea magazine june issue,Wed May 21 13:06:23 +0000 2025,"['kang', 'dedi', 'mulyadi', 'yook', 'sungjae', 'for', 'wwd', 'korea', 'magazine', 'june', 'issue']",netral,"[0.00010590778401819989, 0.9996786117553711, 0.00021544161427300423]"
kang dedi mulyadi resident playbook kayak pas dowon yiyoung kencan tau namkyung,Mon May 12 12:30:01 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'kayak', 'pas', 'dowon', 'yiyoung', 'kencan', 'tau', 'namkyung']",netral,"[0.0008707329398021102, 0.9946236610412598, 0.00450562871992588]"
kang dedi mulyadi hospital playlist x resident playbook warga yulje kakak yiyoungxdowon kasih fakta terang liat,Mon May 19 13:22:09 +0000 2025,"['kang', 'dedi', 'mulyadi', 'hospital', 'playlist', 'x', 'resident', 'playbook', 'warga', 'yulje', 'kakak', 'yiyoungxdowon', 'kasih', 'fakta', 'terang', 'liat']",netral,"[0.00045714169391430914, 0.999330997467041, 0.00021189292601775378]"
resident playbook kang dedi mulyadi namkyung disandingin cast cowok resplay cocok shin siah tipikal aktris gampang bangun mistri lawan main dah,Mon May 19 13:28:33 +0000 2025,"['resident', 'playbook', 'kang', 'dedi', 'mulyadi', 'namkyung', 'disandingin', 'cast', 'cowok', 'resplay', 'cocok', 'shin', 'siah', 'tipikal', 'aktris', 'gampang', 'bangun', 'mistri', 'lawan', 'main', 'dah']",positif,"[0.9500600099563599, 0.017689043655991554, 0.03225094825029373]"
kang dedi mulyadi resident playbook beliau definisi suara ganteng muka ganteng gimana yiyoung klepek klepek,Wed May 14 13:33:09 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'beliau', 'definisi', 'suara', 'ganteng', 'muka', 'ganteng', 'gimana', 'yiyoung', 'klepek', 'klepek']",positif,"[0.954278826713562, 0.04431235417723656, 0.0014088249299675226]"
kang dedi mulyadi resident playbook cung tinggal geng obgy malem,Sun May 18 12:58:10 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'cung', 'tinggal', 'geng', 'obgy', 'malem']",netral,"[0.00041400091140531003, 0.9985581040382385, 0.0010279228445142508]"
kang dedi mulyadi resident playbook malam resplay coba sebutin scene memorable pict man,Sun May 18 12:39:31 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'malam', 'resplay', 'coba', 'sebutin', 'scene', 'memorable', 'pict', 'man']",netral,"[0.0002000118838623166, 0.9996471405029297, 0.00015288335271179676]"
kang dedi mulyadi resident playbook alas yiyoung rs kerja bangga banget sih,Sat May 17 15:53:59 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'alas', 'yiyoung', 'rs', 'kerja', 'bangga', 'banget', 'sih']",positif,"[0.9997000694274902, 0.0001251150097232312, 0.00017482112161815166]"
kang dedi mulyadi resident playbook keren sih chae songhwa prof kong gisun flirting ikjun samsek cemburu gimana gitu loh beneran tipikal cewe independent hubung secure tuh gin yah bentuk,Wed May 14 13:25:20 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'keren', 'sih', 'chae', 'songhwa', 'prof', 'kong', 'gisun', 'flirting', 'ikjun', 'samsek', 'cemburu', 'gimana', 'gitu', 'loh', 'beneran', 'tipikal', 'cewe', 'independent', 'hubung', 'secure', 'tuh', 'gin', 'yah', 'bentuk']",negatif,"[0.011370096355676651, 0.0039260173216462135, 0.9847038984298706]"
kang dedi mulyadi resident playbook jadi episode anak,Sat May 17 17:44:17 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'jadi', 'episode', 'anak']",netral,"[0.00015518955478910357, 0.9996579885482788, 0.00018685242685023695]"
